seq_id,scan,subset,sched_key,sched_name,family,K,abs_rel,rmse,rot_err_deg,trans_err_deg,recurrent_flops_gflops
scan4_subset_middle,scan4,subset_middle,piecewise_endpoints_K10,Piecewise Endpoints-Dense K=10,piecewise,10,0.008364927722141147,20.14993143081665,0.0,14.030978285679263,2891.34988
scan4_subset_middle,scan4,subset_middle,random_K10_s42,Random Monotonic K=10 (seed=42),random,10,0.008076408334697286,19.737456798553467,0.0,3.3741406640212737,2891.34988
scan4_subset_middle,scan4,subset_middle,random_K10_s123,Random Monotonic K=10 (seed=123),random,10,0.009932536709432801,20.722986221313477,0.0,11.831753351322556,2891.34988
scan4_subset_middle,scan4,subset_middle,random_K10_s999,Random Monotonic K=10 (seed=999),random,10,0.008347623283043504,20.17292547225952,0.0,12.706348633602474,2891.34988
scan4_subset_middle,scan4,subset_middle,power_K12_g0.5,Power K=12 (gamma=0.5),power,12,0.00859707104973495,19.564807415008545,0.0,20.98814679107368,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,power_K12_g0.75,Power K=12 (gamma=0.75),power,12,0.008193090713272492,19.541504859924316,0.0,15.150708754892774,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,power_K12_g1.25,Power K=12 (gamma=1.25),power,12,0.007740249236424764,19.690573692321777,0.0,8.717226158834533,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,power_K12_g1.5,Power K=12 (gamma=1.5),power,12,0.007791267397503058,19.782713572184246,0.0,23.017844793831188,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,power_K12_g2.0,Power K=12 (gamma=2.0),power,12,0.008881090053667625,20.298411687215168,0.0,6.723693963264871,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,cosine_late_K12,Cosine Late-Dense K=12,cosine,12,0.008172522764652967,19.991352558135986,0.0,11.59974893626405,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,cosine_early_K12,Cosine Early-Dense K=12,cosine,12,0.00844600711328288,19.57258176803589,0.0,15.290108753706207,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,cosine_endpoints_K12,Cosine Endpoints-Dense K=12,cosine,12,0.008017299075921377,19.710352738698322,0.0,19.71250850287476,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,cosine_middle_K12,Cosine Middle-Dense K=12,cosine,12,0.007872840777660409,19.564157168070476,0.0,16.771463339508728,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,piecewise_early_K12,Piecewise Early-Dense K=12,piecewise,12,0.008827687862018744,20.271848519643147,0.0,11.413295684217118,3469.6198560000003
